ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
1,0.04471851419762905,0.017209489057785108,0.0406451707467911,0.23329810052805092,0.6641287254697439
2,0.5284516224841979,0.0032538551286090565,0.011590784150719197,0.2889486812752779,0.16775505696119586
3,0.6370562387964944,0.009424404411273977,0.011609021367623585,0.07122642954316274,0.27068390588144536
4,0.03767118413184809,0.02326878903521247,0.04582095421175638,0.3186189506278236,0.5746201219933595
5,0.4742698446618278,0.003622994238885755,0.015603072650756486,0.3224240758209532,0.18408001262757678
6,0.42604069335393385,0.003599583674686924,0.019748813745420882,0.3688520066661201,0.1817589025598383
7,0.12094112334499821,0.008405470677917264,0.17222077012482623,0.46956380122184566,0.22886883463041258
8,0.6850365959446169,0.008298704346854832,0.007471791778151414,0.054740085279401406,0.2444528226509754
9,0.5981820750976905,0.0032629485028950133,0.007586119000289365,0.22080900460987637,0.17015985278924878
10,0.5701398255937612,0.003259389488218956,0.009099875608556835,0.248342001851023,0.16915890745844003
11,0.5921965390722532,0.0032620927367354564,0.007899117681156429,0.22670656695483193,0.16993568355502292
12,0.033464751964707544,0.016225691787870884,0.050470587976131145,0.2647026652103025,0.635136303060988
13,0.5891508089061296,0.0032616854535420714,0.0080604452939508,0.22970274187857198,0.16982431846780563
14,0.493135908974112,0.004641195281449654,0.04765584799134528,0.06540340770670071,0.38916364004639226
15,0.5191424541979492,0.0036352008165777745,0.01228019988174142,0.27914160325701787,0.18580054184671368
16,0.5952069752094672,0.003262513044271645,0.007741028890771437,0.2237419914371531,0.1700474914183367
17,0.3254500300886407,0.0034993482510115646,0.031066667444693555,0.46560114292791205,0.17438281128774205
18,0.42604069335393385,0.003599583674686924,0.019748813745420882,0.3688520066661201,0.1817589025598383
19,0.6302660271884812,0.008720006815838637,0.01443290589811754,0.09206313961325287,0.25451792048430966
20,0.022868094612106135,0.03688475527194764,0.15021908039560528,0.0103944091181458,0.7796336606021951
21,0.655927227872592,0.008525115868582614,0.011064360987680067,0.07467864479007354,0.24980465048107184
22,0.0043488767264261395,0.05872037641857841,0.050877199147214135,0.006536873099413879,0.8795166746083675
23,0.5191424541979492,0.0036352008165777745,0.01228019988174142,0.27914160325701787,0.18580054184671368
24,0.04644672079071259,0.041201364303268526,0.08721176052361027,0.006413102225272297,0.8187270521571364
25,0.5701398255937612,0.003259389488218956,0.009099875608556835,0.248342001851023,0.16915890745844003
26,0.5410173291992179,0.009415656085594474,0.027835379974353643,0.00858186636724227,0.41314976837359174
27,0.6901681761806007,0.008260368208700289,0.00685598838850302,0.05113186825900642,0.2435835989631896
28,0.03126921048231696,0.02574517710188916,0.11157509910708506,0.05324855931239257,0.7781619539963162
29,0.42604069335393385,0.003599583674686924,0.019748813745420882,0.3688520066661201,0.1817589025598383
30,0.4742698446618278,0.003622994238885755,0.015603072650756486,0.3224240758209532,0.18408001262757678
31,0.47066181724591527,0.004387872316946952,0.06034873435160393,0.08675811004748181,0.3778434660380521
32,0.6011218131050736,0.0032634011849589015,0.007434328847331767,0.21790758107576916,0.17027287578686656
33,0.5157536432456564,0.009697479485758345,0.03639126737497782,0.010779723536119924,0.42737788635748747
34,0.6542705094413261,0.00928316422911551,0.009335550615574074,0.05995308913126911,0.2671576865827151
35,0.08057809195376742,0.04453827172462229,0.033441301904876014,0.049815080394894615,0.7916272540218396
36,0.5191424541979492,0.0036352008165777745,0.01228019988174142,0.27914160325701787,0.18580054184671368
37,0.4859936665487306,0.010008748841125317,0.04759720941371913,0.013564706804475838,0.4428356683919491
38,0.5532553253287883,0.003640880647157797,0.010041444465699758,0.2460872264278419,0.18697512313051218
39,0.4329168638783344,0.00322189127226424,0.01865030590565599,0.3814142350754855,0.16379670386825998
40,0.5296999446649578,0.0044971608423824624,0.036392644904311024,0.05231599817346471,0.3770942514148839
41,0.04563444871294695,0.017276408995267955,0.04000454702485631,0.23106460901445802,0.6660199862524707
42,0.0456232544322006,0.05831271280622798,0.09246487361029518,0.009478914902693154,0.7941202442485831
43,0.6764742669439557,0.00836452018595544,0.008508208491762672,0.06067293625509272,0.24598006812323342
44,0.04535550509905541,0.05826925854460455,0.0929364925867894,0.009520677108279325,0.7939180666612713
45,0.5157536432456564,0.009697479485758345,0.03639126737497782,0.010779723536119924,0.42737788635748747
46,0.5501087115358583,0.004111208847381931,0.035135952196401865,0.05549270563054384,0.355151421789814
47,0.6302660271884812,0.008720006815838637,0.01443290589811754,0.09206313961325287,0.25451792048430966
48,0.4742698446618278,0.003622994238885755,0.015603072650756486,0.3224240758209532,0.18408001262757678
49,0.4329168638783344,0.00322189127226424,0.01865030590565599,0.3814142350754855,0.16379670386825998
50,0.03534926105519051,0.022945899529503506,0.04792351413016086,0.3258205532219845,0.5679607720631606
51,0.06346356475576459,0.06212837885400734,0.04513912267269184,0.08699299607299982,0.7422759376445364
52,0.19167353840394477,0.002849112705873157,0.05448172169889633,0.6116919826824152,0.13930364450887056
53,0.6542705094413261,0.00928316422911551,0.009335550615574074,0.05995308913126911,0.2671576865827151
54,0.0819628673890656,0.04459289617114287,0.03282440945368456,0.0490868754269119,0.7915329515591951
55,0.002124131130760629,0.0527982254133796,0.08973215712955528,0.01051004424156573,0.8448354420847387
56,0.36003654723696604,0.009591024785640521,0.0669685433151331,0.2916948275791183,0.2717090570831421
57,0.5191424541979492,0.0036352008165777745,0.01228019988174142,0.27914160325701787,0.18580054184671368
58,0.0034654751689687834,0.056901801625520027,0.06136684853886356,0.007633969097962368,0.8706319055686852
59,0.036941127410267435,0.03992103169192341,0.10561630295528819,0.007575023076886835,0.8099465148656341
60,0.5532553253287883,0.003640880647157797,0.010041444465699758,0.2460872264278419,0.18697512313051218
61,0.493135908974112,0.004641195281449654,0.04765584799134528,0.06540340770670071,0.38916364004639226
62,0.3758635936724064,0.003559694425769885,0.024857280952079595,0.41713334077440845,0.17858609017533567
63,0.6370562387964944,0.009424404411273977,0.011609021367623585,0.07122642954316274,0.27068390588144536
64,0.04516617776229783,0.058238286532744404,0.09327248691980253,0.009550421885757283,0.7937726268993979
65,0.04321823087163043,0.057907386223686755,0.09685522361262071,0.009867219190686905,0.7921519401013751
66,0.5701398255937612,0.003259389488218956,0.009099875608556835,0.248342001851023,0.16915890745844003
67,0.6889267995961442,0.008269535223631122,0.007004695864851573,0.05200930977456196,0.2437896595408112
68,0.002137310184810645,0.00794993943100327,0.20811366858931218,0.43835317611440605,0.34344590568046784
69,0.4742698446618278,0.003622994238885755,0.015603072650756486,0.3224240758209532,0.18408001262757678
70,0.04644672079071259,0.041201364303268526,0.08721176052361027,0.006413102225272297,0.8187270521571364
71,0.039025293630054796,0.018415323272174617,0.08782797484856121,0.031309225739288196,0.8234221825099212
72,0.6011218131050736,0.0032634011849589015,0.007434328847331767,0.21790758107576916,0.17027287578686656
73,0.004387561365929149,0.058790202219742245,0.05050003132906298,0.0064969081763766555,0.879825296908889
74,0.4742698446618278,0.003622994238885755,0.015603072650756486,0.3224240758209532,0.18408001262757678
75,0.057245218909983776,0.04223956153679184,0.07216836252798435,0.005452103093934545,0.8228947539313055
76,0.08057809195376742,0.04453827172462229,0.033441301904876014,0.049815080394894615,0.7916272540218396
77,0.6901681761806007,0.008260368208700289,0.00685598838850302,0.05113186825900642,0.2435835989631896
78,0.4859936665487306,0.010008748841125317,0.04759720941371913,0.013564706804475838,0.4428356683919491
79,0.48237257987346654,0.003243058813107574,0.014731496914462109,0.3336012420073141,0.1660516223916497
80,0.6558152311373902,0.009270574202769614,0.009135510518657906,0.058933869807262874,0.26684481433391966
81,0.04556688548302663,0.058303597994276,0.09256381977847002,0.009487677725803516,0.7940780190184238
82,0.0034654751689687834,0.056901801625520027,0.06136684853886356,0.007633969097962368,0.8706319055686852
83,0.5191424541979492,0.0036352008165777745,0.01228019988174142,0.27914160325701787,0.18580054184671368
84,0.04535550509905541,0.05826925854460455,0.0929364925867894,0.009520677108279325,0.7939180666612713
85,0.2765902782242114,0.0034166294412953883,0.03851014562776069,0.5124041657731763,0.1690787809335563
86,0.044044174400191,0.05805046866276582,0.09530749480102577,0.009730444451387151,0.7928674176846303
87,0.033464751964707544,0.016225691787870884,0.050470587976131145,0.2647026652103025,0.635136303060988
88,0.5701398255937612,0.003259389488218956,0.009099875608556835,0.248342001851023,0.16915890745844003
89,0.04644672079071259,0.041201364303268526,0.08721176052361027,0.006413102225272297,0.8187270521571364
90,0.6889267995961442,0.008269535223631122,0.007004695864851573,0.05200930977456196,0.2437896595408112
91,0.010419775385356931,0.0446341498577198,0.24402957535121728,0.02347639607171413,0.6774401033339918
92,0.0224777052519672,0.05223645231891074,0.15823527516037975,0.015287627344179855,0.7517629399245626
93,0.6901681761806007,0.008260368208700289,0.00685598838850302,0.05113186825900642,0.2435835989631896
94,0.42604069335393385,0.003599583674686924,0.019748813745420882,0.3688520066661201,0.1817589025598383
95,0.5611325470820248,0.008588773496333657,0.026789353754438,0.009080678334102747,0.394408647333101
96,0.4742698446618278,0.003622994238885755,0.015603072650756486,0.3224240758209532,0.18408001262757678
97,0.48237257987346654,0.003243058813107574,0.014731496914462109,0.3336012420073141,0.1660516223916497
98,0.04516617776229783,0.058238286532744404,0.09327248691980253,0.009550421885757283,0.7937726268993979
99,0.08057809195376742,0.04453827172462229,0.033441301904876014,0.049815080394894615,0.7916272540218396
100,0.48237257987346654,0.003243058813107574,0.014731496914462109,0.3336012420073141,0.1660516223916497
101,0.6542705094413261,0.00928316422911551,0.009335550615574074,0.05995308913126911,0.2671576865827151
102,0.6764742669439557,0.00836452018595544,0.008508208491762672,0.06067293625509272,0.24598006812323342
103,0.4742698446618278,0.003622994238885755,0.015603072650756486,0.3224240758209532,0.18408001262757678
104,0.5191424541979492,0.0036352008165777745,0.01228019988174142,0.27914160325701787,0.18580054184671368
105,0.6764742669439557,0.00836452018595544,0.008508208491762672,0.06067293625509272,0.24598006812323342
